KodKlienta;I;II;III;IV;V;VI;VII;VIII;IX;X;XI;XII
0324604URU;7;5;5;10;10;12;17;18;12;13;4;4
0324704BIA;8;8;5;9;9;16;16;12;14;13;8;6
0324806SRO;11;8;6;14;20;20;26;26;20;18;8;8
0324901BIA;1;2;1;2;3;3;4;3;3;2;2;1
0325003URY;7;5;3;10;10;10;14;9;8;8;4;4
0325104OCH;7;7;4;8;13;17;18;15;13;10;7;9
0325202PRA;2;3;2;5;4;6;10;7;6;6;2;3
0325303WLO;7;4;7;9;6;11;12;11;8;6;5;4
0325404WAW;10;8;4;14;9;15;22;15;11;9;8;8
0325501WOL;1;1;1;2;3;3;4;4;3;3;2;2
0325601BEM;1;2;1;3;3;3;4;3;2;3;2;1
0325703URY;4;7;4;6;8;11;12;12;10;8;7;4
0325803REM;7;7;7;10;7;12;16;13;6;6;6;5
0325905WOL;9;5;7;16;14;20;25;21;15;17;8;12
0326001OCH;1;2;2;2;2;3;5;3;2;2;2;1
0326104ZOL;6;6;8;12;10;15;16;13;11;12;7;8
0326202PRA;4;4;2;4;4;7;9;8;5;4;4;4
0326302WIL;4;3;4;6;4;7;8;8;5;5;2;4
0326402WIL;2;4;4;5;5;6;8;6;5;4;2;2
0326504WIL;9;4;4;14;12;14;17;12;11;8;9;5
0326604ZOL;6;5;9;8;13;18;22;12;14;10;9;5
0326702WIL;3;2;3;6;4;6;10;6;4;6;3;3
0326802REM;2;3;4;6;5;6;10;8;5;5;3;3
0326901URU;2;2;2;3;2;3;4;4;3;3;2;2
0327004BEM;6;4;8;9;10;15;18;13;14;11;9;10
0327101BEM;1;2;1;3;3;3;4;4;2;2;1;1
0327203SRO;4;3;5;7;10;10;14;9;8;9;4;5
0327305BEM;8;11;12;17;13;19;27;18;16;11;10;9
0327403WAW;6;6;4;6;8;13;16;9;10;8;4;4
0327504SRO;5;5;5;10;10;17;22;16;10;12;4;10
0327603URY;4;6;3;6;8;9;12;10;9;8;3;6
0327701SRO;2;1;2;2;2;4;5;4;3;2;1;2
0327804SRO;9;10;8;9;11;16;16;16;12;10;8;8
0327903WAW;5;4;4;7;6;12;15;12;9;6;6;4
0328003URY;4;5;6;9;9;9;12;11;6;6;5;5
0328101URU;1;1;1;3;3;4;4;4;2;3;2;2
0328203BIA;6;3;4;7;6;12;12;9;7;10;5;5
0328302REM;2;4;2;6;6;6;10;7;6;4;2;3
0328405ZOL;8;7;9;14;13;17;21;16;17;10;12;8
0328507WIL;12;7;15;18;16;24;34;29;19;21;9;10
0328603BEM;5;4;5;8;6;13;14;10;9;8;4;5
0328702BEM;4;4;4;6;6;7;10;7;5;6;2;4
0328804WLO;6;6;9;14;14;16;22;15;11;11;7;6
0328907WAW;11;14;8;22;21;23;30;23;22;14;10;8
0329002URU;3;3;2;4;4;7;8;6;5;6;2;3
0329102TAR;3;3;4;5;5;6;9;6;6;6;3;3
0329202OCH;2;4;2;5;6;8;10;7;5;4;2;3
0329303WAW;6;4;3;6;8;11;14;13;9;7;3;6
0329402WIL;4;3;2;5;4;8;8;8;6;4;4;4
0329504WES;9;5;10;14;13;18;17;17;9;12;9;10
0329603PRA;7;7;6;10;6;11;12;9;9;10;7;3
0329707BEM;7;8;14;17;16;25;30;24;20;17;8;8
0329805SRO;11;5;6;11;12;21;27;17;13;16;12;12
0329903URY;7;4;7;10;6;10;16;12;7;8;3;3
0330002BIA;2;4;2;6;4;6;9;8;6;6;2;4
0330106URY;11;6;13;18;16;26;30;25;12;18;10;13
0330202WAW;2;4;2;5;5;6;10;8;5;4;2;2
0330304ZOL;10;6;6;11;14;18;18;17;9;14;7;8
0330402BIA;4;2;3;4;5;8;9;7;5;6;3;2
0330505WES;5;7;7;12;13;22;25;20;17;17;8;12
0330602TAR;2;3;3;6;4;6;10;8;4;6;3;3
0330706URY;6;11;14;15;17;23;27;22;12;17;12;8
0330802URU;4;2;4;5;5;8;8;6;4;6;3;4
0330903WIL;3;3;3;10;10;12;12;9;6;7;6;7
0331003URU;6;6;4;6;10;9;16;13;6;7;3;7
0331104WAW;8;7;5;13;10;18;18;15;14;8;4;5
0331205WES;6;5;11;16;12;15;24;16;17;17;6;7
0331305OCH;7;10;12;12;15;21;20;20;17;12;5;10
0331401TAR;1;2;2;3;2;3;4;4;3;2;1;2
0331504ZOL;9;10;6;14;12;16;22;13;12;11;6;4
0331603PRA;7;5;5;10;10;9;15;12;9;10;4;4
0331704WOL;4;4;6;13;12;16;17;16;10;11;6;9
0331803URU;5;6;5;10;6;11;12;12;10;10;5;6
0331904TAR;9;5;8;13;12;14;16;12;10;10;10;8
0332005SRO;7;10;8;13;12;18;23;20;11;17;11;10
0332103BEM;7;3;6;9;7;9;12;9;9;10;6;5
0332204BIE;10;5;8;13;8;12;21;17;9;14;10;8
0332301SRO;1;1;2;2;3;3;5;4;3;2;2;2
0332403URY;5;4;7;10;9;10;13;11;10;8;4;4
0332504URY;6;8;4;10;10;15;18;14;12;13;10;4
0332605TAR;6;6;8;14;11;21;27;20;12;10;7;8
0332704WIL;6;10;5;13;13;17;17;18;8;8;9;5
0332804SRO;5;9;6;13;14;13;19;18;10;11;7;4
0332903WES;6;3;5;9;10;12;12;10;9;8;3;7
0333002URY;4;4;3;6;4;7;10;6;5;5;4;3
0333103BEM;4;5;3;6;8;11;13;13;6;6;7;5
0333202REM;2;2;4;5;4;7;8;6;5;5;4;2
0333303BEM;6;5;5;7;6;11;16;10;7;9;5;5
0333404BEM;7;6;6;12;8;16;18;14;9;12;10;8
0333504WOL;5;8;5;13;12;14;20;15;13;10;5;6
0333604PRA;7;4;5;11;14;13;18;14;13;13;8;9
0333701OCH;2;2;2;3;3;4;5;3;3;2;1;2
0333807ZOL;14;9;12;18;18;22;30;21;15;15;10;12
0333901WIL;1;1;1;3;3;4;4;4;3;3;2;1
0334004TAR;5;9;4;13;9;16;18;18;13;12;5;6
0334102BIE;4;4;2;5;4;8;10;6;5;4;3;4
0334201URY;2;2;1;3;3;4;5;3;3;3;2;1
0334304URY;8;5;4;14;11;18;20;14;9;13;6;8
0334402WOL;3;2;3;5;5;6;8;8;4;5;3;3
0334505WLO;11;8;8;17;15;15;21;21;12;14;6;10
0334603TAR;6;7;5;6;10;13;16;13;10;9;4;5
0334702URY;3;4;4;6;6;7;10;7;6;4;4;2
0334803BEM;5;5;5;6;7;12;16;9;6;8;6;5
0334905URY;11;9;10;12;17;20;26;15;10;13;9;8
0335003OCH;4;5;5;10;6;10;14;9;10;9;5;3
0335104PRA;6;5;5;8;10;18;20;12;10;14;5;5
0335204WLO;5;9;6;14;14;14;19;17;8;13;10;7
0335304BEM;5;7;5;14;8;16;20;18;12;9;7;6
0335403WES;3;7;5;7;10;12;13;10;8;9;3;6
0335502URU;4;4;3;5;5;7;8;6;5;6;4;4
0335603SRO;5;3;7;9;10;12;12;11;7;6;5;7
0335703WIL;7;3;7;7;10;13;15;10;8;6;6;4
0335803ZOL;4;6;3;6;6;10;15;9;10;9;7;5
0335903PRA;5;4;4;9;6;10;15;9;10;10;3;7
0336007ZOL;7;12;10;20;17;24;34;25;20;21;10;12
0336103MOK;3;7;6;7;7;10;12;10;7;8;7;4
0336204PRA;10;4;6;8;8;15;19;12;9;14;9;8
0336301SRO;1;1;1;2;2;4;5;3;3;3;2;1
0336402PRA;2;3;4;6;6;8;8;7;6;5;4;3
0336507TAR;7;12;14;22;14;22;33;25;15;20;15;9
0336602WOL;4;3;4;6;6;8;10;7;4;4;2;2
0336701WES;1;1;2;3;2;4;5;3;3;3;1;1
0336802SRO;3;4;4;4;6;7;9;7;4;4;2;3
0336904WAW;7;8;6;9;11;14;19;14;10;11;8;8
0337002SRO;2;2;2;4;6;7;10;6;5;4;2;3
0337103WIL;7;6;5;8;8;13;14;12;8;7;3;6
0337201WIL;1;1;1;3;3;4;4;4;2;3;2;1
0337303BEM;6;3;3;7;10;12;13;9;10;7;4;6
0337402REM;3;2;2;4;5;7;9;7;6;6;4;2
0337506ZOL;9;13;9;13;13;19;24;21;16;16;13;14
0337605WAW;6;12;5;16;10;20;21;22;13;17;12;9
0337703REM;7;6;6;10;10;10;12;12;7;8;6;4
0337807URY;15;13;7;19;17;22;32;22;16;20;7;14
0337904WOL;5;5;8;12;10;18;17;15;12;9;10;9
0338002WIL;4;3;3;6;4;6;8;7;5;5;3;3
0338104MOK;7;6;7;14;8;15;19;12;9;10;10;5
0338206OCH;10;8;10;20;14;26;27;20;18;13;6;10
0338304MOK;8;5;6;8;8;16;22;15;13;11;9;4
0338404BEM;4;8;8;14;11;12;20;16;10;9;4;4
0338502WIL;2;4;3;4;5;6;10;8;5;4;2;4
0338603REM;7;6;4;8;10;11;16;12;8;7;7;5
0338703SRO;6;5;3;9;7;10;15;10;8;6;6;7
0338802BEM;2;2;3;4;5;7;9;7;5;6;3;2
0338904MOK;9;10;4;12;14;17;21;14;13;12;5;8
0339003SRO;3;4;5;9;8;13;14;11;7;6;5;3
0339101OCH;1;1;1;3;2;3;4;3;3;3;2;1
0339203URY;5;7;7;9;10;10;12;13;9;8;5;7
0339303TAR;4;3;5;8;10;10;14;13;7;10;3;5
0339404BEM;6;5;10;10;10;17;22;15;12;9;8;9
0339503URU;5;5;4;6;8;13;13;9;6;6;3;7
0339602SRO;3;2;2;5;6;7;8;6;5;4;4;2
0339704WAW;7;8;6;12;12;18;21;14;10;9;9;10
0339806SRO;7;7;9;12;13;26;29;24;12;19;11;7
0339902BIA;4;3;3;6;5;7;9;7;5;5;4;3
0340001URU;1;2;1;2;3;3;4;4;2;2;1;2
0340102ZOL;2;2;3;6;4;8;9;7;4;5;4;4
0340204MOK;9;5;7;12;10;16;21;17;11;9;10;4
0340304WOL;8;9;6;9;12;12;20;17;8;10;10;4
0340402WOL;2;4;3;6;6;8;10;7;6;6;3;4
0340504BIE;6;5;9;13;13;14;17;12;8;8;10;9
0340602PRA;2;4;4;4;5;6;8;6;6;4;2;3
0340702WES;2;3;3;6;4;8;8;7;5;4;3;2
0340807PRA;14;8;8;14;22;23;34;24;14;21;15;11
0340902WOL;2;2;4;5;6;8;9;7;6;6;3;3
0341002BIA;3;4;3;4;5;8;8;7;6;6;4;3
0341103SRO;4;4;4;8;10;9;16;13;9;9;4;5
0341207BIE;15;8;15;14;15;25;31;22;17;20;7;13
0341304OCH;8;4;5;12;14;16;17;14;14;9;9;6
0341404WLO;4;4;9;9;14;17;22;14;12;8;5;7
0341504URY;9;6;5;12;13;12;20;17;8;12;7;8
0341602URU;3;2;3;6;5;7;8;7;4;4;3;2
0341702OCH;3;2;3;4;6;6;8;6;6;6;4;2
0341801BEM;1;1;1;2;2;3;5;3;2;2;1;2
0341904WLO;9;5;7;14;14;18;21;17;11;9;7;8
0342004WOL;10;6;4;10;9;17;21;13;12;8;9;9
0342104BIE;4;10;8;13;12;18;16;17;13;11;6;7
0342203BIA;7;3;5;7;8;10;16;9;9;8;4;6
0342303WES;4;7;5;9;7;13;15;12;7;8;3;3
0342405SRO;8;5;6;17;17;16;26;22;16;17;11;8
0342503WAW;3;3;6;6;6;9;13;9;9;10;6;4
0342604TAR;10;6;10;12;9;18;20;14;9;10;6;9
0342703MOK;6;5;7;8;8;10;15;12;7;7;7;3
0342807ZOL;14;12;14;16;19;27;34;27;18;15;11;13
0342901BIE;2;2;2;3;3;4;5;4;2;2;1;2
0343004SRO;6;9;7;12;9;14;19;13;9;12;5;8
0343102URY;4;4;3;5;4;7;9;7;4;4;4;2
0343204URY;10;9;9;12;9;17;17;18;9;14;4;8
0343303PRA;5;3;4;8;10;9;15;13;7;8;6;5
0343404WLO;7;5;9;8;14;14;19;15;8;12;5;4
0343503REM;7;6;3;9;9;12;15;10;6;10;4;5
0343603URU;6;6;4;9;9;9;15;12;9;9;6;6
0343703URU;3;6;4;6;6;10;13;12;10;10;6;3
0343804WOL;5;8;5;12;9;14;20;14;13;14;8;8
0343901REM;1;1;1;2;2;4;5;3;2;3;2;1
0344001TAR;1;1;2;3;2;3;4;3;3;2;1;1
0344103WAW;5;5;5;10;10;12;16;11;9;6;6;7
0344203PRA;6;3;4;9;10;10;15;10;7;8;5;4
0344301URU;1;2;2;2;3;3;4;3;2;3;2;2
0344405PRA;12;9;7;10;10;16;26;15;15;16;7;8
0344503ZOL;3;4;5;6;7;11;14;9;8;6;5;6
0344603OCH;6;5;4;9;8;12;16;9;6;7;4;4
0344704BIE;4;9;8;10;12;15;19;16;13;13;10;5
0344802TAR;3;3;2;4;5;7;9;8;6;6;4;4
0344901OCH;2;1;1;2;3;3;5;3;3;3;2;2
0345002WAW;4;3;2;5;6;8;10;8;4;5;4;2
0345102URY;2;3;4;6;4;8;10;7;6;5;2;3
0345201OCH;2;2;2;2;3;3;5;4;2;2;1;1
0345303WES;7;7;5;7;6;11;16;12;7;10;4;4
0345403BIA;7;5;4;6;8;12;13;12;8;10;4;4
0345503URY;3;3;5;7;8;9;13;10;9;7;5;3
0345603ZOL;6;6;3;6;10;12;13;9;9;10;6;4
0345701URU;2;1;2;3;3;4;5;4;3;3;1;1
0345804URU;10;4;10;11;10;13;21;14;11;10;5;4
0345902WES;3;3;4;6;4;7;10;6;6;5;4;3
0346001MOK;1;2;1;2;3;4;5;3;3;3;1;1
0346101WAW;1;2;1;3;2;4;4;4;3;2;2;2
0346204BEM;9;10;8;9;14;14;20;17;8;10;9;5
0346303URY;3;7;4;8;9;12;16;9;7;6;7;3
0346401MOK;1;1;1;2;3;4;5;4;3;3;2;2
0346503PRA;3;4;4;8;10;10;13;13;10;10;3;6
0346604PRA;7;7;7;13;10;15;19;15;14;13;6;6
0346705OCH;5;7;7;15;10;19;27;16;14;15;12;9
0346801URY;2;2;1;3;3;3;4;3;3;2;2;2
0346904OCH;4;5;6;13;11;17;16;15;10;10;10;8
0347003SRO;6;4;4;6;9;10;15;9;8;8;3;5
0347101URY;1;1;1;2;3;3;5;3;3;2;2;1
0347203TAR;6;5;7;8;7;13;14;12;6;8;7;4
0347303BIE;7;3;3;7;9;10;16;10;7;6;4;4
0347404BIA;10;4;9;14;11;17;16;16;11;14;6;5
0347501URU;2;2;2;2;3;4;5;3;2;2;2;2
0347605BIA;6;6;8;12;12;15;21;19;12;10;6;12
0347702BIA;3;4;4;4;5;6;9;8;4;5;2;3
0347804BIE;10;5;6;13;14;18;21;18;9;10;9;7
0347903REM;7;5;6;8;7;12;16;12;8;7;6;4
0348004MOK;7;7;10;8;11;17;17;13;8;11;6;7
0348102URY;2;3;2;4;5;8;8;6;5;4;3;3
0348204OCH;6;4;8;14;14;14;22;12;11;10;10;8
0348304WIL;7;4;5;13;12;16;18;16;13;13;4;8
0348404WOL;9;5;10;9;10;13;22;16;10;8;4;9
0348502URU;4;4;4;6;6;8;8;7;6;5;4;4
0348601ZOL;1;1;1;2;2;3;5;4;3;3;2;2
0348703URU;7;3;4;9;6;13;15;9;7;9;5;3
0348802REM;2;4;2;4;6;8;8;7;5;5;3;2
0348902MOK;4;3;3;4;6;8;10;6;5;5;4;2
0349001SRO;1;1;1;3;3;3;5;3;3;2;2;1
0349103WIL;3;6;7;8;8;12;15;12;9;9;7;4
0349203MOK;3;6;3;8;8;12;12;9;7;9;5;7
0349303BIE;5;6;4;7;10;12;13;11;8;10;3;6
0349402WLO;3;2;4;6;6;7;8;7;4;4;4;4
0349502WAW;4;3;3;6;4;6;9;6;4;4;4;4
0349605WIL;6;9;5;15;15;22;22;16;12;11;7;9
0349703PRA;5;5;6;7;6;10;13;12;9;8;4;6
0349802TAR;2;4;4;4;4;8;8;8;5;6;4;2
0349903REM;7;4;6;9;6;13;16;12;7;7;7;6
0350004BIE;5;8;9;12;10;17;22;16;13;13;4;6
0350104WES;6;6;8;10;10;17;19;18;11;13;9;4
0350202WES;3;3;2;5;4;8;10;7;5;4;3;2
0350302ZOL;4;3;4;4;5;8;8;6;5;5;4;2
0350401WIL;2;2;2;3;2;4;5;4;2;2;2;2
0350502BIA;2;3;3;5;6;7;8;8;6;4;3;4
0350605BIA;8;5;8;14;10;20;24;21;12;11;11;12
0350707BIA;7;9;13;22;19;29;32;28;21;17;10;8
0350802MOK;3;2;4;5;4;6;10;7;6;6;4;2
0350903REM;5;7;7;6;8;11;16;13;10;10;4;3
0351002ZOL;2;3;3;6;5;7;9;7;4;6;2;2
0351103WES;7;5;3;7;8;9;16;11;6;9;4;4
0351203ZOL;3;3;6;9;9;11;15;13;6;7;5;6
0351301BEM;1;2;2;2;2;3;4;4;3;2;2;1
0351404WIL;5;8;9;11;10;12;20;14;10;14;7;5
0351504WAW;6;4;5;10;13;17;16;18;11;8;8;6
0351604MOK;10;9;4;10;12;17;21;15;8;9;7;5
0351704BEM;6;6;10;9;13;14;19;18;8;13;5;10
0351804TAR;5;4;10;10;13;18;22;17;10;12;6;5
0351903OCH;4;5;7;7;10;11;12;9;8;10;3;3
0352003URU;4;5;5;10;6;11;12;9;8;7;4;7
0352102URY;3;4;3;6;4;7;10;7;6;4;2;2
0352203SRO;6;5;3;8;9;9;12;9;10;7;6;4
0352304WOL;9;5;8;14;8;15;17;13;10;10;6;4
0352407MOK;7;11;13;16;19;25;36;27;16;19;8;13
0352504TAR;4;5;8;10;9;12;16;16;9;14;6;10
0352603WLO;6;7;7;6;10;10;15;13;7;7;3;7
0352701REM;2;1;1;3;3;4;5;3;2;3;1;2
0352802BEM;3;3;3;6;6;6;9;8;6;4;2;4
0352902URU;4;2;3;4;6;6;8;7;6;5;4;4
0353001WES;1;2;2;3;2;4;5;4;2;3;2;1
0353103WES;3;3;7;9;6;13;12;13;10;10;6;4
0353202TAR;2;4;3;4;6;7;9;6;5;4;2;4
0353306BEM;10;9;10;17;15;21;25;19;19;14;8;6
0353403WAW;4;4;6;8;10;10;14;12;7;10;3;7
0353507URU;10;15;13;19;21;24;34;23;16;22;14;13
0353603WES;7;6;7;10;6;10;15;9;10;7;4;6
0353703WIL;7;4;7;8;7;12;12;10;9;6;5;3
0353803BIA;3;4;6;10;10;12;16;13;9;6;3;6
0353904BEM;5;8;7;11;14;17;16;12;8;14;9;10
0354002URU;3;2;3;5;5;7;8;7;5;6;4;2
0354103ZOL;6;7;6;10;7;10;13;13;6;7;5;6
0354202BIA;3;2;4;4;5;6;9;7;4;6;3;3
0354303WES;4;4;4;8;8;9;12;12;10;8;4;7
0354401OCH;2;2;1;2;3;3;4;4;2;3;1;2
0354505OCH;8;5;10;14;16;20;27;17;11;12;12;10
0354603WIL;7;3;6;6;7;12;14;11;8;8;5;5
0354704SRO;4;9;4;14;13;14;21;18;10;9;4;6
0354804WIL;10;4;4;13;14;16;17;16;8;14;8;9
0354904MOK;7;9;10;12;13;12;18;13;11;10;6;4
0355001BIA;2;1;2;3;2;4;5;4;2;3;2;1
0355104BIE;6;5;6;10;9;15;21;16;13;10;6;6
0355201OCH;2;1;2;2;2;3;5;4;2;3;1;2
0355302URY;2;4;4;4;4;8;9;6;6;6;4;2
0355402WLO;3;2;4;5;6;6;9;6;4;6;4;3
0355505ZOL;11;8;5;10;13;17;24;17;12;16;11;10
0355603PRA;7;6;3;9;6;9;13;12;8;10;3;6
0355704URU;6;6;5;12;12;13;20;12;13;10;7;8
0355804TAR;4;8;7;8;12;18;16;13;13;10;9;10
0355901WAW;1;1;1;3;2;3;4;4;3;3;2;1
0356003MOK;4;4;5;9;6;13;12;12;9;10;5;5
0356102MOK;4;3;4;5;5;6;10;8;6;5;4;4
0356206WOL;11;14;10;18;20;18;24;26;13;12;10;11
0356302ZOL;2;3;3;4;6;8;9;7;4;4;2;4
0356402BEM;2;2;2;4;5;6;10;6;4;6;3;2
0356503WLO;7;6;3;9;6;10;13;11;6;6;5;5
0356605URU;11;12;8;11;15;20;24;21;14;17;11;5
0356702BIE;3;4;3;4;5;7;8;8;6;6;4;2
0356802WOL;3;3;3;5;4;7;9;8;5;6;2;3
0356904TAR;4;8;4;11;11;14;19;12;8;11;7;5
0357004URY;4;5;5;14;13;18;22;16;8;14;6;5
0357104WIL;6;8;8;11;14;16;21;17;13;10;5;8
0357203ZOL;5;3;4;9;9;13;16;11;7;7;7;4
0357302WOL;2;2;4;5;5;8;9;7;5;4;4;2
0357402BIA;3;4;2;6;6;7;10;6;4;6;3;3
0357504OCH;9;7;7;11;8;13;17;14;14;14;10;4
0357603ZOL;3;5;4;9;10;13;15;12;6;6;3;3
0357703WLO;4;5;7;6;7;10;14;12;8;10;7;7
0357804MOK;7;7;9;14;9;18;16;14;14;13;6;9
0357903URU;6;7;3;7;6;9;12;13;10;7;6;3
0358003REM;5;6;4;6;6;10;12;11;6;7;4;5
0358103WIL;4;5;5;8;8;11;14;13;6;9;7;4
0358205BEM;12;12;5;13;14;21;21;15;10;17;11;6
0358302URY;4;3;4;5;5;6;10;6;4;4;4;4
0358403BIE;6;6;4;9;8;9;13;9;9;7;5;7
0358501SRO;1;1;1;2;2;3;4;3;3;3;1;1
0358604ZOL;8;6;9;13;13;18;21;15;9;13;7;6
0358704WAW;9;9;7;9;14;14;17;16;10;8;4;5
0358802WIL;3;3;2;4;4;8;8;7;6;6;2;3
0358903SRO;6;3;7;10;9;9;14;10;8;9;4;4
0359002URU;4;3;2;4;5;7;10;8;4;4;4;3
0359104SRO;10;8;4;11;14;12;21;15;10;14;10;5
0359207REM;10;11;7;19;22;29;35;22;22;19;8;10
0359302WIL;3;2;3;6;4;7;10;7;5;6;2;3
0359403OCH;7;4;3;6;7;9;13;11;7;9;6;6
0359501BIE;1;1;1;3;3;4;5;3;3;2;2;1
0359607TAR;13;11;11;17;15;27;32;28;16;15;9;14
0359703WLO;3;5;5;6;8;13;14;12;6;9;4;6
0359802OCH;4;4;3;4;4;8;8;7;4;6;3;2
0359903WIL;4;4;6;6;9;9;14;10;10;8;6;7
0360005WAW;10;12;11;17;16;15;22;16;15;10;10;12
0360104BIA;4;6;4;14;9;13;16;16;12;12;10;5
0360204WAW;7;7;9;13;11;14;18;12;12;9;6;10
0360302BEM;2;3;4;4;6;8;8;7;4;5;4;3
0360403PRA;5;6;5;8;6;9;12;10;10;7;4;4
0360503PRA;5;5;7;9;7;13;12;11;10;10;3;6
0360607WOL;7;15;9;19;20;27;31;25;20;18;11;8
0360704MOK;6;10;9;13;8;15;21;15;9;13;6;8
0360803MOK;4;6;6;8;7;9;12;10;10;9;3;5
0360904WLO;6;9;5;12;14;18;18;16;14;12;9;4
0361006TAR;7;12;14;13;18;24;25;20;18;15;12;13
0361103URY;7;5;3;9;7;9;14;10;6;10;6;6
0361205SRO;8;10;10;12;17;21;22;19;14;17;8;8
0361302URU;2;3;4;6;6;8;10;8;6;4;4;4
0361403WLO;6;6;6;6;10;11;12;13;9;8;6;5
0361504WLO;8;7;6;12;13;12;17;14;10;10;9;5
0361603WAW;6;7;3;9;10;12;16;9;10;7;7;5
0361704WOL;10;7;8;11;10;16;16;17;9;12;7;9
0361803BIA;5;4;5;7;6;12;16;12;9;9;4;6
0361904SRO;10;9;6;10;13;12;17;16;12;11;9;6
0362004WES;8;7;7;13;8;16;17;14;9;12;6;6
0362102WES;3;4;3;5;4;8;8;6;5;6;4;4
0362206REM;10;14;13;19;14;22;28;18;19;18;13;8
0362303WAW;5;6;5;7;7;9;14;9;6;9;7;5
0362404BIA;7;10;7;13;11;16;19;14;10;9;9;8
0362504WIL;10;4;4;8;14;17;18;16;12;8;9;8
0362603PRA;5;6;6;10;7;9;14;12;10;10;4;7
0362703BEM;7;6;7;7;7;12;13;9;6;7;3;5
0362802WOL;2;2;3;5;4;7;8;6;6;6;3;3
0362903BIA;4;5;5;7;9;11;16;9;9;10;5;3
0363005WLO;9;8;8;10;16;15;20;21;11;14;10;5
0363102TAR;2;3;4;4;5;8;10;7;5;6;4;2
0363203WOL;3;5;4;8;10;13;15;12;6;9;3;3
0363307MOK;10;7;14;17;22;24;33;29;19;19;10;7
0363403BEM;6;7;3;7;10;13;14;10;10;7;4;7
0363502WES;4;4;2;4;4;6;9;8;6;4;2;2
0363604BIE;4;10;8;8;11;17;21;15;9;9;10;10
0363704BIE;4;6;4;9;11;16;22;16;14;10;8;7
0363804WAW;4;9;6;13;13;18;20;12;9;10;10;5
0363902WOL;2;2;2;4;6;7;8;7;4;6;2;4
0364004PRA;4;5;5;14;11;15;16;13;10;9;8;8
0364104ZOL;7;5;5;8;13;15;16;13;10;13;10;9
0364204MOK;8;8;7;14;8;15;16;13;10;8;7;6
0364304REM;10;10;10;14;13;13;17;18;9;12;8;10
0364404WLO;5;9;5;13;10;14;19;16;14;10;6;10
0364505URU;7;8;11;14;16;17;21;19;11;14;11;12
0364607URU;15;14;9;17;22;28;30;23;19;17;15;9
0364703REM;5;4;6;8;8;10;13;12;7;7;4;5
0364803SRO;6;4;7;6;7;10;16;11;7;9;7;7
0364905MOK;8;6;9;17;15;19;27;18;11;11;8;5
0365003WOL;5;7;3;9;10;11;13;11;9;9;5;3
0365103TAR;5;4;4;9;6;13;12;13;10;7;4;3
0365202BIA;2;4;4;6;4;6;10;8;6;6;3;3
0365302WAW;2;3;2;4;5;6;10;6;5;6;2;4
0365402BIE;3;4;4;4;5;6;9;7;4;6;4;4
0365503BEM;7;5;6;8;6;10;16;13;6;9;4;3
0365603BIA;4;4;3;6;7;10;14;10;6;8;3;3
0365701ZOL;1;2;1;2;3;4;4;4;3;2;1;1
0365802WAW;3;3;3;5;4;8;8;7;5;5;4;2
0365903BEM;5;3;6;7;8;10;15;10;6;7;7;5
0366004PRA;6;7;5;11;11;14;20;13;8;8;9;7
0366101WLO;2;1;2;2;2;4;4;4;2;2;1;2
0366203WIL;5;3;7;6;9;9;14;9;6;9;4;3
0366302WLO;2;3;2;4;5;8;9;8;5;6;2;2
0366405WOL;10;10;10;11;14;19;24;17;12;17;5;9
0366502ZOL;3;3;4;4;6;6;10;7;6;4;3;2
0366602BIE;4;3;2;5;4;6;10;6;6;5;3;3
0366706WLO;7;11;11;17;14;20;25;25;13;14;9;12
0366803TAR;6;5;7;10;6;9;12;10;8;7;3;5
0366904OCH;7;4;10;9;14;13;20;16;8;8;9;4
0367004BEM;8;6;7;13;14;16;16;17;14;12;4;5
0367104BEM;9;7;10;13;14;15;21;15;14;12;9;5
0367202WAW;3;3;2;5;5;6;8;8;4;4;3;2
0367303URY;3;4;3;9;8;13;12;11;8;10;4;3
0367402URY;2;4;3;5;4;6;8;6;4;6;2;2
0367503REM;3;6;4;10;10;12;13;13;9;9;3;3
0367604URU;4;5;6;13;13;18;22;14;9;13;10;7
0367703BEM;3;7;7;9;9;12;13;13;8;7;3;4
0367804WLO;7;5;5;14;9;12;21;16;14;9;8;4
0367903PRA;4;7;5;7;6;13;16;10;7;10;3;5
0368003TAR;3;4;5;10;7;11;13;12;8;7;7;6
0368103URU;5;7;7;10;9;9;15;9;9;10;6;4
0368204WIL;8;10;9;13;13;12;20;13;9;10;10;6
0368304PRA;8;9;6;13;14;13;18;16;14;10;8;8
0368402BEM;4;3;2;6;6;6;10;7;6;6;3;2
0368501ZOL;1;2;2;3;3;3;5;4;2;2;1;1
0368607BIA;10;14;9;21;15;22;33;23;16;14;14;12
0368702ZOL;4;4;4;6;6;7;9;8;6;5;4;3
0368801BIA;2;1;2;2;2;4;5;3;2;3;1;2
0368903WES;7;6;3;7;6;12;16;12;7;9;7;4
0369001BEM;2;2;1;3;2;4;4;4;2;2;1;1
0369104WLO;9;7;5;13;10;16;17;16;12;10;9;5
0369203REM;6;5;7;6;10;11;13;10;6;9;6;3
0369302SRO;3;3;4;6;4;6;10;8;5;6;4;2
0369402WIL;3;2;4;5;5;8;10;8;4;5;4;3
0369503PRA;4;3;3;10;10;13;14;13;10;9;5;4
0369604REM;6;5;9;10;13;14;20;17;9;12;4;5
0369704WOL;6;6;10;8;10;13;16;18;11;9;9;6
